City,Year,Month,AverageTemperature
2,1871,4,20.27
2,1871,5,23.992
2,1871,6,28.272
2,1871,7,29.698
2,1871,8,30.208
2,1871,9,25.809
2,1871,10,19.197
2,1871,11,13.132
2,1871,12,9.795
2,1872,1,6.032
2,1872,2,11.962
2,1872,3,15.862
2,1872,4,20.98
2,1872,5,26.073
2,1872,6,28.361
2,1872,7,28.754
2,1872,8,28.37
2,1872,9,25.873
2,1872,10,18.919
2,1872,11,10.351
2,1872,12,7.757
2,1873,1,6.76
2,1873,2,11.93
2,1873,3,16.733
2,1873,4,18.576
2,1873,5,24.653
2,1873,6,26.597
2,1873,7,28.389
2,1873,8,27.971
2,1873,9,25.184
2,1873,10,19.348
2,1873,11,12.832
2,1873,12,10.019
2,1874,1,9.279
2,1874,2,12.007
2,1874,3,16.711
2,1874,4,17.601
2,1874,5,24.338
2,1874,6,27.792
2,1874,7,28.954
2,1874,8,30.484
2,1874,9,24.379
2,1874,10,20.162
2,1874,11,14.925
2,1874,12,9.842
2,1875,1,5.619
2,1875,2,11.117
2,1875,3,15.118
2,1875,4,19.04
2,1875,5,24.744
2,1875,6,28.454
2,1875,7,28.771
2,1875,8,27.987
2,1875,9,24.044
2,1875,10,19.359
2,1875,11,14.189
2,1875,12,11.087
2,1876,1,10.787
2,1876,2,12.312
2,1876,3,14.517
2,1876,4,20.579
2,1876,5,23.998
2,1876,6,26.857
2,1876,7,28.624
2,1876,8,28.845
2,1876,9,24.918
2,1876,10,19.386
2,1876,11,11.973
2,1876,12,6.074
2,1877,1,7.48
2,1877,2,10.217
2,1877,3,16.093
2,1877,4,18.934
2,1877,5,23.815
2,1877,6,27.555
2,1877,7,28.501
2,1877,8,29.295
2,1877,9,25.557
2,1877,10,19.822
2,1877,11,11.326
2,1877,12,10.038
2,1878,1,7.747
2,1878,2,10.955
2,1878,3,15.992
2,1878,4,20.417
2,1878,5,23.934
2,1878,6,27.778
2,1878,7,28.186
2,1878,8,28.094
2,1878,9,24.089
2,1878,10,19.854
2,1878,11,13.949
2,1878,12,6.683
2,1879,1,9.026
2,1879,2,11.184
2,1879,3,18.839
2,1879,4,20.341
2,1879,5,26.573
2,1879,6,27.386
2,1879,7,30.465
2,1879,8,26.745
2,1879,9,24.267
2,1879,10,19.518
2,1879,11,14.845
2,1879,12,11.215
2,1880,1,12.585
2,1880,2,10.655
2,1880,3,15.014
2,1880,4,20.849
2,1880,5,25.192
2,1880,6,28.155
2,1880,7,27.489
2,1880,8,25.707
2,1880,9,23.834
2,1880,10,17.289
2,1880,11,8.943
2,1880,12,8.27
2,1881,1,4.473
2,1881,2,10.121
2,1881,3,15.366
2,1881,4,20.395
2,1881,5,23.593
2,1881,6,28.906
2,1881,7,29.422
2,1881,8,28.722
2,1881,9,25.559
2,1881,10,20.634
2,1881,11,11.904
2,1881,12,9.98
2,1882,1,9.46
2,1882,2,12.982
2,1882,3,16.235
2,1882,4,20.212
2,1882,5,22.797
2,1882,6,27.357
2,1882,7,28.204
2,1882,8,25.753
2,1882,9,23.246
2,1882,10,19.813
2,1882,11,13.274
2,1882,12,8.133
2,1883,1,6.511
2,1883,2,9.509
2,1883,3,15.018
2,1883,4,19.667
2,1883,5,24.358
2,1883,6,27.946
2,1883,7,28.343
2,1883,8,28.209
2,1883,9,24.468
2,1883,10,20.043
2,1883,11,13.562
2,1883,12,10.361
2,1884,1,5.84
2,1884,2,11.98
2,1884,3,16.138
2,1884,4,18.464
2,1884,5,22.784
2,1884,6,27.09
2,1884,7,30.199
2,1884,8,28.216
2,1884,9,26.308
2,1884,10,19.88
2,1884,11,13.011
2,1884,12,8.758
2,1885,1,7.32
2,1885,2,10.51
2,1885,3,14.808
2,1885,4,20.638
2,1885,5,22.816
2,1885,6,27.602
2,1885,7,28.224
2,1885,8,28.221
2,1885,9,24.775
2,1885,10,18.22
2,1885,11,14.179
2,1885,12,9.936
2,1886,1,5.589
2,1886,2,11.131
2,1886,3,14.683
2,1886,4,19.573
2,1886,5,26.073
2,1886,6,27.48
2,1886,7,29.51
2,1886,8,28.96
2,1886,9,24.819
2,1886,10,19.396
2,1886,11,12.152
2,1886,12,8.888
2,1887,1,8.579
2,1887,2,12.12
2,1887,3,16.999
2,1887,4,20.104
2,1887,5,24.078
2,1887,6,27.217
2,1887,7,28.654
2,1887,8,28.4
2,1887,9,25.082
2,1887,10,18.169
2,1887,11,13.245
2,1887,12,6.406
2,1888,1,6.533
2,1888,2,11.658
2,1888,3,13.536
2,1888,4,21.057
2,1888,5,23.32
2,1888,6,27.157
2,1888,7,28.476
2,1888,8,27.83
2,1888,9,24.032
2,1888,10,19.891
2,1888,11,11.622
2,1888,12,10.062
2,1889,1,8.086
2,1889,2,10.415
2,1889,3,14.057
2,1889,4,20.198
2,1889,5,23.616
2,1889,6,26.622
2,1889,7,27.745
2,1889,8,27.739
2,1889,9,22.762
2,1889,10,19.036
2,1889,11,11.019
2,1889,12,14.621
2,1890,1,11.504
2,1890,2,13.686
2,1890,3,16.352
2,1890,4,19.71
2,1890,5,23.983
2,1890,6,25.783
2,1890,7,28.403
2,1890,8,27.882
2,1890,9,24.112
2,1890,10,19.478
2,1890,11,13.69
2,1890,12,10.974
2,1891,1,7.692
2,1891,2,11.876
2,1891,3,13.177
2,1891,4,18.541
2,1891,5,22.439
2,1891,6,26.878
2,1891,7,29.164
2,1891,8,27.588
2,1891,9,25.243
2,1891,10,18.563
2,1891,11,13.575
2,1891,12,8.627
2,1892,1,6.141
2,1892,2,13.191
2,1892,3,13.296
2,1892,4,21.228
2,1892,5,24.964
2,1892,6,27.598
2,1892,7,28.838
2,1892,8,26.517
2,1892,9,24.53
2,1892,10,19.971
2,1892,11,13.211
2,1892,12,8.285
2,1893,1,8.229
2,1893,2,10.313
2,1893,3,14.763
2,1893,4,22.236
2,1893,5,23.923
2,1893,6,27.49
2,1893,7,28.992
2,1893,8,27.864
2,1893,9,26.249
2,1893,10,18.929
2,1893,11,11.949
2,1893,12,11.038
2,1894,1,8.593
2,1894,2,8.185
2,1894,3,15.731
2,1894,4,21.726
2,1894,5,24.508
2,1894,6,26.837
2,1894,7,28.384
2,1894,8,26.658
2,1894,9,24.864
2,1894,10,21.026
2,1894,11,14.524
2,1894,12,10.771
2,1895,1,9.388
2,1895,2,5.868
2,1895,3,15.725
2,1895,4,20.048
2,1895,5,22.808
2,1895,6,26.362
2,1895,7,28.475
2,1895,8,28.438
2,1895,9,26.055
2,1895,10,17.834
2,1895,11,11.63
2,1895,12,8.849
2,1896,1,9.852
2,1896,2,10.996
2,1896,3,15.259
2,1896,4,21.009
2,1896,5,26.086
2,1896,6,28.99
2,1896,7,28.317
2,1896,8,28.746
2,1896,9,25.041
2,1896,10,18.729
2,1896,11,14.772
2,1896,12,9.992
2,1897,1,6.851
2,1897,2,13.164
2,1897,3,17.85
2,1897,4,20.044
2,1897,5,23.231
2,1897,6,26.855
2,1897,7,29.131
2,1897,8,26.891
2,1897,9,24.2
2,1897,10,20.487
2,1897,11,14.664
2,1897,12,7.545
2,1898,1,9.473
2,1898,2,12.77
2,1898,3,15.991
2,1898,4,20.037
2,1898,5,24.502
2,1898,6,26.074
2,1898,7,27.689
2,1898,8,27.889
2,1898,9,25.258
2,1898,10,19.219
2,1898,11,12.286
2,1898,12,5.956
2,1899,1,7.83
2,1899,2,6.356
2,1899,3,16.854
2,1899,4,19.606
2,1899,5,25.383
2,1899,6,25.96
2,1899,7,28.178
2,1899,8,29.488
2,1899,9,25.312
2,1899,10,20.443
2,1899,11,13.918
2,1899,12,8.188
2,1900,1,9.439
2,1900,2,9.864
2,1900,3,14.962
2,1900,4,18.334
2,1900,5,23.286
2,1900,6,27.88
2,1900,7,27.637
2,1900,8,27.602
2,1900,9,26.75
2,1900,10,20.497
2,1900,11,13.783
2,1900,12,8.498
2,1901,1,10.077
2,1901,2,9.538
2,1901,3,14.422
2,1901,4,18.268
2,1901,5,23.353
2,1901,6,27.852
2,1901,7,29.158
2,1901,8,29.552
2,1901,9,25.765
2,1901,10,21.056
2,1901,11,14.914
2,1901,12,8.101
2,1902,1,8.426
2,1902,2,9.776
2,1902,3,16.324
2,1902,4,21.778
2,1902,5,25.164
2,1902,6,28.707
2,1902,7,28.114
2,1902,8,29.129
2,1902,9,24.762
2,1902,10,20.277
2,1902,11,15.66
2,1902,12,9.099
2,1903,1,8.129
2,1903,2,8.163
2,1903,3,13.247
2,1903,4,18.858
2,1903,5,22.452
2,1903,6,23.971
2,1903,7,28.009
2,1903,8,28.068
2,1903,9,23.888
2,1903,10,18.082
2,1903,11,13.195
2,1903,12,9.639
2,1904,1,8.511
2,1904,2,13.726
2,1904,3,19.296
2,1904,4,20.62
2,1904,5,23.365
2,1904,6,26.308
2,1904,7,27.501
2,1904,8,27.671
2,1904,9,24.592
2,1904,10,19.219
2,1904,11,13.061
2,1904,12,9.075
2,1905,1,8.082
2,1905,2,6.278
2,1905,3,16.133
2,1905,4,18.044
2,1905,5,24.082
2,1905,6,26.477
2,1905,7,28.021
2,1905,8,29.139
2,1905,9,26.131
2,1905,10,19.1
2,1905,11,14.775
2,1905,12,6.409
2,1906,1,8.98
2,1906,2,10.178
2,1906,3,14.412
2,1906,4,19.853
2,1906,5,24.087
2,1906,6,28.358
2,1906,7,26.551
2,1906,8,26.575
2,1906,9,24.563
2,1906,10,16.951
2,1906,11,13.569
2,1906,12,12.147
2,1907,1,13.171
2,1907,2,13.062
2,1907,3,20.056
2,1907,4,19.849
2,1907,5,22.254
2,1907,6,27.693
2,1907,7,27.919
2,1907,8,29.103
2,1907,9,26.154
2,1907,10,20.096
2,1907,11,11.302
2,1907,12,10.063
2,1908,1,9.829
2,1908,2,11.211
2,1908,3,18.628
2,1908,4,19.88
2,1908,5,23.791
2,1908,6,28.725
2,1908,7,27.052
2,1908,8,27.1
2,1908,9,24.808
2,1908,10,18.686
2,1908,11,13.286
2,1908,12,10.877
2,1909,1,12.036
2,1909,2,12.696
2,1909,3,16.845
2,1909,4,20.145
2,1909,5,24.586
2,1909,6,28.263
2,1909,7,29.22
2,1909,8,28.744
2,1909,9,24.581
2,1909,10,19.708
2,1909,11,16.757
2,1909,12,6.775
2,1910,1,10.144
2,1910,2,9.796
2,1910,3,17.559
2,1910,4,19.469
2,1910,5,24.152
2,1910,6,28.233
2,1910,7,30.241
2,1910,8,30.636
2,1910,9,27.178
2,1910,10,19.281
2,1910,11,14.87
2,1910,12,9.783
2,1911,1,12.985
2,1911,2,11.961
2,1911,3,17.825
2,1911,4,19.696
2,1911,5,23.071
2,1911,6,28.83
2,1911,7,28.65
2,1911,8,29.522
2,1911,9,27.885
2,1911,10,19.294
2,1911,11,11.307
2,1911,12,7.592
2,1912,1,8.205
2,1912,2,9.188
2,1912,3,13.24
2,1912,4,19.126
2,1912,5,25.008
2,1912,6,25.936
2,1912,7,28.912
2,1912,8,29.684
2,1912,9,25.638
2,1912,10,19.862
2,1912,11,12.543
2,1912,12,7.383
2,1913,1,8.596
2,1913,2,9.62
2,1913,3,13.919
2,1913,4,18.882
2,1913,5,24.308
2,1913,6,25.442
2,1913,7,28.365
2,1913,8,28.355
2,1913,9,23.457
2,1913,10,18.371
2,1913,11,15.757
2,1913,12,8.573
2,1914,1,11.442
2,1914,2,10.475
2,1914,3,13.759
2,1914,4,19.42
2,1914,5,23.576
2,1914,6,26.606
2,1914,7,28.925
2,1914,8,27.947
2,1914,9,25.45
2,1914,10,19.601
2,1914,11,13.624
2,1914,12,6.311
2,1915,1,7.309
2,1915,2,11.961
2,1915,3,10.128
2,1915,4,19.164
2,1915,5,23.887
2,1915,6,28.648
2,1915,7,29.219
2,1915,8,27.462
2,1915,9,25.548
2,1915,10,19.777
2,1915,11,14.834
2,1915,12,10.991
2,1916,1,12.15
2,1916,2,13.265
2,1916,3,19.013
2,1916,4,19.446
2,1916,5,25.131
2,1916,6,29.7
2,1916,7,27.921
2,1916,8,27.283
2,1916,9,24.52
2,1916,10,20.034
2,1916,11,12.927
2,1916,12,9.648
2,1917,1,10.032
2,1917,2,12.357
2,1917,3,15.507
2,1917,4,20.223
2,1917,5,22.696
2,1917,6,28.471
2,1917,7,29.904
2,1917,8,29.746
2,1917,9,25.124
2,1917,10,18.658
2,1917,11,15.168
2,1917,12,9.072
2,1918,1,6.691
2,1918,2,12.456
2,1918,3,18.117
2,1918,4,20.35
2,1918,5,24.234
2,1918,6,28.011
2,1918,7,29.637
2,1918,8,28.829
2,1918,9,23.732
2,1918,10,19.907
2,1918,11,12.261
2,1918,12,8.63
2,1919,1,6.864
2,1919,2,10.115
2,1919,3,14.666
2,1919,4,19.406
2,1919,5,23.203
2,1919,6,25.145
2,1919,7,26.838
2,1919,8,27.938
2,1919,9,24.211
2,1919,10,21.004
2,1919,11,14.001
2,1919,12,8.86
2,1920,1,7.581
2,1920,2,12.558
2,1920,3,14.736
2,1920,4,19.253
2,1920,5,24.577
2,1920,6,26.078
2,1920,7,28.613
2,1920,8,26.77
2,1920,9,26.069
2,1920,10,19.746
2,1920,11,12.7
2,1920,12,9.282
2,1921,1,11.371
2,1921,2,11.902
2,1921,3,18.135
2,1921,4,18.79
2,1921,5,23.505
2,1921,6,26.809
2,1921,7,28.695
2,1921,8,29.15
2,1921,9,27.524
2,1921,10,20.482
2,1921,11,15.896
2,1921,12,12.655
2,1922,1,7.938
2,1922,2,12.875
2,1922,3,15.117
2,1922,4,20.676
2,1922,5,24.684
2,1922,6,25.84
2,1922,7,28.347
2,1922,8,29.166
2,1922,9,25.35
2,1922,10,19.182
2,1922,11,14.121
2,1922,12,12.172
2,1923,1,12.823
2,1923,2,9.552
2,1923,3,12.972
2,1923,4,19.663
2,1923,5,24.821
2,1923,6,27.817
2,1923,7,28.509
2,1923,8,28.67
2,1923,9,25.633
2,1923,10,18.258
2,1923,11,12.537
2,1923,12,9.649
2,1924,1,6.47
2,1924,2,10.021
2,1924,3,13.539
2,1924,4,19.11
2,1924,5,22.132
2,1924,6,28.343
2,1924,7,28.698
2,1924,8,30.123
2,1924,9,24.379
2,1924,10,19.819
2,1924,11,15.975
2,1924,12,8.868
2,1925,1,8.017
2,1925,2,13.785
2,1925,3,18.093
2,1925,4,22.931
2,1925,5,24.427
2,1925,6,28.297
2,1925,7,29.615
2,1925,8,27.544
2,1925,9,25.637
2,1925,10,18.849
2,1925,11,12.998
2,1925,12,6.861
2,1926,1,6.655
2,1926,2,13.446
2,1926,3,14.143
2,1926,4,17.943
2,1926,5,23.128
2,1926,6,27.389
2,1926,7,27.899
2,1926,8,28.49
2,1926,9,27.257
2,1926,10,22.139
2,1926,11,13.061
2,1926,12,9.707
2,1927,1,10.267
2,1927,2,13.798
2,1927,3,15.534
2,1927,4,21.642
2,1927,5,26.633
2,1927,6,26.71
2,1927,7,28.006
2,1927,8,29.09
2,1927,9,26.072
2,1927,10,20.39
2,1927,11,17.419
2,1927,12,6.556
2,1928,1,8.309
2,1928,2,10.657
2,1928,3,16.92
2,1928,4,18.7
2,1928,5,23.758
2,1928,6,29.032
2,1928,7,29.235
2,1928,8,28.538
2,1928,9,24.214
2,1928,10,21.348
2,1928,11,12.61
2,1928,12,9.136
2,1929,1,9.822
2,1929,2,8.909
2,1929,3,16.495
2,1929,4,21.836
2,1929,5,23.634
2,1929,6,28.482
2,1929,7,28.399
2,1929,8,29.258
2,1929,9,25.938
2,1929,10,20.079
2,1929,11,10.744
2,1929,12,9.609
2,1930,1,5.27
2,1930,2,14.331
2,1930,3,13.969
2,1930,4,21.818
2,1930,5,23.997
2,1930,6,26.53
2,1930,7,28.685
2,1930,8,29.401
2,1930,9,27.44
2,1930,10,19.512
2,1930,11,12.88
2,1930,12,7.861
2,1931,1,8.691
2,1931,2,11.799
2,1931,3,12.801
2,1931,4,17.047
2,1931,5,21.832
2,1931,6,26.991
2,1931,7,27.829
2,1931,8,27.48
2,1931,9,27.886
2,1931,10,23.246
2,1931,11,16.089
2,1931,12,8.912
2,1932,1,9.596
2,1932,2,14.352
2,1932,3,13.045
2,1932,4,20.621
2,1932,5,23.675
2,1932,6,28.173
2,1932,7,29.012
2,1932,8,28.561
2,1932,9,22.963
2,1932,10,17.82
2,1932,11,11.468
2,1932,12,7.329
2,1933,1,11.02
2,1933,2,9.86
2,1933,3,16.727
2,1933,4,19.699
2,1933,5,24.909
2,1933,6,27.139
2,1933,7,29.275
2,1933,8,28.189
2,1933,9,27.265
2,1933,10,21.81
2,1933,11,15.093
2,1933,12,12.306
2,1934,1,9.79
2,1934,2,11.812
2,1934,3,14.876
2,1934,4,21.001
2,1934,5,24.876
2,1934,6,29.384
2,1934,7,29.209
2,1934,8,29.459
2,1934,9,26.348
2,1934,10,22.889
2,1934,11,16.055
2,1934,12,10.59
2,1935,1,11.737
2,1935,2,11.211
2,1935,3,18.308
2,1935,4,21.426
2,1935,5,23.167
2,1935,6,26.561
2,1935,7,27.8
2,1935,8,28.908
2,1935,9,23.557
2,1935,10,21.11
2,1935,11,14.18
2,1935,12,9.126
2,1936,1,8.363
2,1936,2,10.704
2,1936,3,17.06
2,1936,4,19.401
2,1936,5,23.684
2,1936,6,28.121
2,1936,7,27.817
2,1936,8,28.628
2,1936,9,25.042
2,1936,10,17.858
2,1936,11,11.896
2,1936,12,10.343
2,1937,1,8.522
2,1937,2,11.713
2,1937,3,13.53
2,1937,4,20.511
2,1937,5,24.503
2,1937,6,28.187
2,1937,7,28.729
2,1937,8,30.046
2,1937,9,26.017
2,1937,10,20.736
2,1937,11,13.057
2,1937,12,9.034
2,1938,1,10.11
2,1938,2,13.766
2,1938,3,18.495
2,1938,4,19.3
2,1938,5,24.549
2,1938,6,28.13
2,1938,7,28.391
2,1938,8,28.484
2,1938,9,25.417
2,1938,10,21.242
2,1938,11,12.93
2,1938,12,9.716
2,1939,1,10.152
2,1939,2,9.807
2,1939,3,17.383
2,1939,4,20.831
2,1939,5,25.41
2,1939,6,28.72
2,1939,7,29.323
2,1939,8,27.62
2,1939,9,26.323
2,1939,10,20.855
2,1939,11,12.096
2,1939,12,11.03
2,1940,1,5.268
2,1940,2,11.013
2,1940,3,16.308
2,1940,4,19.829
2,1940,5,23.623
2,1940,6,25.649
2,1940,7,28.254
2,1940,8,28.053
2,1940,9,24.998
2,1940,10,20.284
2,1940,11,12.48
2,1940,12,10.731
2,1941,1,10.03
2,1941,2,10.78
2,1941,3,12.506
2,1941,4,19.406
2,1941,5,23.588
2,1941,6,26.084
2,1941,7,28.116
2,1941,8,28.59
2,1941,9,25.77
2,1941,10,22.025
2,1941,11,13.604
2,1941,12,10.026
2,1942,1,7.995
2,1942,2,10.351
2,1942,3,14.66
2,1942,4,20.276
2,1942,5,24.039
2,1942,6,28.27
2,1942,7,28.32
2,1942,8,28.232
2,1942,9,23.409
2,1942,10,19.685
2,1942,11,15.694
2,1942,12,10.558
2,1943,1,8.814
2,1943,2,13.235
2,1943,3,14.948
2,1943,4,22.073
2,1943,5,24.954
2,1943,6,27.679
2,1943,7,29.103
2,1943,8,30.932
2,1943,9,24.374
2,1943,10,18.773
2,1943,11,13.039
2,1943,12,7.919
2,1944,1,8.113
2,1944,2,13.008
2,1944,3,15.37
2,1944,4,20.147
2,1944,5,23.526
2,1944,6,27.916
2,1944,7,29.965
2,1944,8,28.874
2,1944,9,24.504
2,1944,10,19.63
2,1944,11,13.863
2,1944,12,7.718
2,1945,1,9.738
2,1945,2,12.333
2,1945,3,17.644
2,1945,4,19.353
2,1945,5,25.021
2,1945,6,28.333
2,1945,7,28.484
2,1945,8,29.353
2,1945,9,26.564
2,1945,10,18.808
2,1945,11,15.329
2,1945,12,8.647
2,1946,1,7.397
2,1946,2,11.8
2,1946,3,17.008
2,1946,4,21.979
2,1946,5,24.084
2,1946,6,26.99
2,1946,7,29.234
2,1946,8,29.361
2,1946,9,26.256
2,1946,10,21.449
2,1946,11,13.98
2,1946,12,10.948
2,1947,1,6.629
2,1947,2,8.525
2,1947,3,13.636
2,1947,4,19.506
2,1947,5,24.366
2,1947,6,28.053
2,1947,7,28.949
2,1947,8,27.623
2,1947,9,26.025
2,1947,10,23.212
2,1947,11,12.772
2,1947,12,9.345
2,1948,1,6.136
2,1948,2,11.059
2,1948,3,15.048
2,1948,4,22.728
2,1948,5,25.89
2,1948,6,29.058
2,1948,7,28.808
2,1948,8,29.499
2,1948,9,24.663
2,1948,10,19.251
2,1948,11,12.455
2,1948,12,11.968
2,1949,1,5.899
2,1949,2,12.476
2,1949,3,16.15
2,1949,4,17.702
2,1949,5,24.893
2,1949,6,27.527
2,1949,7,28.639
2,1949,8,27.322
2,1949,9,25.615
2,1949,10,19.252
2,1949,11,15.018
2,1949,12,10.638
2,1950,1,12.823
2,1950,2,13.617
2,1950,3,16.067
2,1950,4,20.297
2,1950,5,24.937
2,1950,6,27.237
2,1950,7,28.388
2,1950,8,28.079
2,1950,9,25.805
2,1950,10,21.859
2,1950,11,14.052
2,1950,12,9.839
2,1951,1,8.67
2,1951,2,11.5
2,1951,3,15.859
2,1951,4,19.878
2,1951,5,24.737
2,1951,6,28.467
2,1951,7,30.363
2,1951,8,30.27
2,1951,9,26.725
2,1951,10,21.856
2,1951,11,13.051
2,1951,12,11.233
2,1952,1,13.065
2,1952,2,12.795
2,1952,3,14.653
2,1952,4,18.977
2,1952,5,23.717
2,1952,6,28.322
2,1952,7,28.804
2,1952,8,30.973
2,1952,9,25.736
2,1952,10,18.789
2,1952,11,12.941
2,1952,12,9.046
2,1953,1,11.909
2,1953,2,11.532
2,1953,3,18.596
2,1953,4,20.683
2,1953,5,24.872
2,1953,6,30.733
2,1953,7,30.488
2,1953,8,28.865
2,1953,9,25.188
2,1953,10,19.906
2,1953,11,13.364
2,1953,12,7.194
2,1954,1,10.739
2,1954,2,14.336
2,1954,3,15.764
2,1954,4,21.996
2,1954,5,23.512
2,1954,6,27.83
2,1954,7,29.148
2,1954,8,29.172
2,1954,9,27.306
2,1954,10,20.953
2,1954,11,13.957
2,1954,12,11.035
2,1955,1,8.662
2,1955,2,11.077
2,1955,3,16.639
2,1955,4,22.194
2,1955,5,25.327
2,1955,6,27.601
2,1955,7,28.241
2,1955,8,28.293
2,1955,9,26.092
2,1955,10,20.155
2,1955,11,13.461
2,1955,12,10.355
2,1956,1,9.524
2,1956,2,11.427
2,1956,3,16.564
2,1956,4,20.055
2,1956,5,26.146
2,1956,6,29.258
2,1956,7,29.517
2,1956,8,29.488
2,1956,9,26.053
2,1956,10,21.939
2,1956,11,12.785
2,1956,12,10.732
2,1957,1,10.473
2,1957,2,15.575
2,1957,3,15.764
2,1957,4,18.844
2,1957,5,22.91
2,1957,6,27.258
2,1957,7,30.107
2,1957,8,29.837
2,1957,9,25.198
2,1957,10,18.457
2,1957,11,11.524
2,1957,12,11.039
2,1958,1,7.746
2,1958,2,9.575
2,1958,3,12.044
2,1958,4,19.189
2,1958,5,23.664
2,1958,6,28.299
2,1958,7,29.491
2,1958,8,29.254
2,1958,9,25.511
2,1958,10,18.046
2,1958,11,13.797
2,1958,12,8.541
2,1959,1,8.151
2,1959,2,10.889
2,1959,3,14.559
2,1959,4,18.4
2,1959,5,24.951
2,1959,6,27.57
2,1959,7,27.55
2,1959,8,28.609
2,1959,9,26.765
2,1959,10,19.986
2,1959,11,10.733
2,1959,12,10.0
2,1960,1,8.665
2,1960,2,8.643
2,1960,3,13.408
2,1960,4,20.735
2,1960,5,24.216
2,1960,6,29.102
2,1960,7,28.832
2,1960,8,28.307
2,1960,9,25.73
2,1960,10,21.704
2,1960,11,14.713
2,1960,12,7.229
2,1961,1,6.758
2,1961,2,11.247
2,1961,3,16.705
2,1961,4,20.116
2,1961,5,25.365
2,1961,6,26.949
2,1961,7,27.579
2,1961,8,27.504
2,1961,9,25.908
2,1961,10,20.196
2,1961,11,12.188
2,1961,12,10.089
2,1962,1,6.135
2,1962,2,15.139
2,1962,3,14.032
2,1962,4,20.562
2,1962,5,26.006
2,1962,6,27.671
2,1962,7,29.825
2,1962,8,30.197
2,1962,9,26.713
2,1962,10,22.642
2,1962,11,14.522
2,1962,12,9.143
2,1963,1,6.313
2,1963,2,10.228
2,1963,3,17.217
2,1963,4,23.001
2,1963,5,24.809
2,1963,6,27.959
2,1963,7,29.539
2,1963,8,29.789
2,1963,9,26.317
2,1963,10,21.636
2,1963,11,14.531
2,1963,12,6.089
2,1964,1,7.654
2,1964,2,8.577
2,1964,3,15.593
2,1964,4,21.56
2,1964,5,25.407
2,1964,6,28.051
2,1964,7,29.964
2,1964,8,29.862
2,1964,9,25.59
2,1964,10,18.482
2,1964,11,15.016
2,1964,12,9.235
2,1965,1,10.729
2,1965,2,9.018
2,1965,3,12.685
2,1965,4,21.959
2,1965,5,24.035
2,1965,6,27.002
2,1965,7,29.353
2,1965,8,28.438
2,1965,9,26.546
2,1965,10,19.132
2,1965,11,17.184
2,1965,12,11.419
2,1966,1,6.455
2,1966,2,8.609
2,1966,3,15.636
2,1966,4,20.309
2,1966,5,23.53
2,1966,6,26.6
2,1966,7,29.878
2,1966,8,27.842
2,1966,9,25.271
2,1966,10,18.428
2,1966,11,15.633
2,1966,12,8.415
2,1967,1,8.748
2,1967,2,10.855
2,1967,3,18.798
2,1967,4,23.262
2,1967,5,24.889
2,1967,6,28.81
2,1967,7,29.369
2,1967,8,27.454
2,1967,9,23.588
2,1967,10,19.09
2,1967,11,14.541
2,1967,12,8.118
2,1968,1,8.469
2,1968,2,9.367
2,1968,3,13.211
2,1968,4,19.294
2,1968,5,24.374
2,1968,6,27.516
2,1968,7,27.553
2,1968,8,28.692
2,1968,9,23.819
2,1968,10,21.21
2,1968,11,13.097
2,1968,12,9.089
2,1969,1,10.863
2,1969,2,11.886
2,1969,3,12.415
2,1969,4,20.776
2,1969,5,23.449
2,1969,6,28.588
2,1969,7,30.872
2,1969,8,29.911
2,1969,9,25.791
2,1969,10,19.584
2,1969,11,12.511
2,1969,12,10.747
2,1970,1,7.129
2,1970,2,10.989
2,1970,3,12.893
2,1970,4,20.477
2,1970,5,22.806
2,1970,6,26.56
2,1970,7,28.916
2,1970,8,29.052
2,1970,9,25.163
2,1970,10,17.59
2,1970,11,12.311
2,1970,12,12.436
2,1971,1,11.123
2,1971,2,11.798
2,1971,3,16.349
2,1971,4,19.7
2,1971,5,24.72
2,1971,6,26.592
2,1971,7,27.8
2,1971,8,25.125
2,1971,9,24.472
2,1971,10,19.926
2,1971,11,14.847
2,1971,12,10.949
2,1972,1,10.185
2,1972,2,11.96
2,1972,3,18.6
2,1972,4,22.843
2,1972,5,23.269
2,1972,6,27.346
2,1972,7,27.864
2,1972,8,26.738
2,1972,9,26.137
2,1972,10,20.54
2,1972,11,11.691
2,1972,12,8.69
2,1973,1,6.715
2,1973,2,9.124
2,1973,3,16.652
2,1973,4,18.087
2,1973,5,23.975
2,1973,6,26.53
2,1973,7,27.77
2,1973,8,27.54
2,1973,9,25.482
2,1973,10,20.255
2,1973,11,16.354
2,1973,12,9.628
2,1974,1,9.461
2,1974,2,11.471
2,1974,3,19.081
2,1974,4,20.723
2,1974,5,25.713
2,1974,6,27.915
2,1974,7,28.841
2,1974,8,27.541
2,1974,9,21.93
2,1974,10,19.279
2,1974,11,12.956
2,1974,12,8.593
2,1975,1,9.479
2,1975,2,11.026
2,1975,3,15.688
2,1975,4,19.429
2,1975,5,23.842
2,1975,6,27.369
2,1975,7,26.389
2,1975,8,27.58
2,1975,9,23.198
2,1975,10,19.707
2,1975,11,14.114
2,1975,12,9.636
2,1976,1,7.885
2,1976,2,14.713
2,1976,3,17.041
2,1976,4,20.148
2,1976,5,21.819
2,1976,6,27.603
2,1976,7,25.485
2,1976,8,27.395
2,1976,9,24.586
2,1976,10,15.823
2,1976,11,10.163
2,1976,12,7.701
2,1977,1,6.215
2,1977,2,11.011
